workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB175,M091,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Future Food,food_oem_private_label,Johor Bahru / Selangor,,https://futurefood.com.my/,"zackoh.futurefood@gmail.com / general@futurefood.com.my / zackoh.futurefood@gmail.com, general@futurefood.com.my",+6011-1867 9587,halal bakery OEM frozen dough pastry,C/E first; T/J optional,"bakery OEM clear boxes, frozen pastry packs, PET jars, tub packaging",,Review/send Gmail draft r7817208954763070709; WhatsApp/call +6011-18679587,,,"Second batch. Angle: bakery OEM clear boxes, frozen pastry packs, PET jars and tub packaging."
WB176,M092,old_master_233,未审核-AI预筛,T3 AI_prescreen,Ge-Shen Group,peer_manufacturer,Malaysia,,https://gscorp.com.my/services-2/injection-moulding/,,,Precision injection moulding manufacturer in Malaysia,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB177,M051,old_master_233,已审核,T3,Gigi Coffee,cafe chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,large Malaysia cafe chain,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway food containers, nonwoven bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,"Paper bags, nonwoven bags, cups, lids; mostly outsourced supply-chain, not current HUASUE core.",,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB178,M093,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Gourmet Garden,herbs / spices / fresh food,regional/unknown,,,,,,Non-food track; lower current priority,small PP/PET containers / herb packs / seasoning tubs,,Verify Malaysia business entity and current packaging,,,Need identify exact company behind brand before outreach.
WB179,M094,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Hamac Food Industries Sdn Bhd,candy confectionery manufacturer,Balakong Selangor Malaysia,,https://bigtop.my,,,,F/E first; T/J optional,Candy jars PET boxes display packs small gift packs,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB180,M095,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Hamac Food Industries Sdn Bhd / Big Top,snack_confectionery,"Balakong, Selangor, Malaysia",,https://bigtop.my/,enquiries@hamac.com.my,03-8961 8280,"Lollipops, hard candy, soft candy, promotional display packs",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,Email sent from Gmail draft r-4136071163392794540; phone follow-up if no reply,,,"Gmail draft created. Angle: candy display boxes, transparent containers and promotion packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
WB181,M096,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,HappyBakers,bakery packaging and supplies,Malaysia,,https://happybakers.my,,,,F/E first; T/J optional,Reseller for bakery trays PET boxes cake/dessert packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB182,M097,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,HardwareCity Malaysia,hardware_fastener_parts_box,Malaysia,,https://hardwarecity.com.my/,,,hardware retail/wholesale,Non-food track; lower current priority,parts organizer and retail plastic box,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB183,M098,old_master_233,未审核-AI预筛,T3 AI_prescreen,Helio Plastic Industries Sdn Bhd,peer_manufacturer,Malaysia,,https://www.helioplastics.com/,,,Plastic injection moulding and plastic packaging manufacturer,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB184,M099,old_master_233,未审核-AI预筛,T3 supply_chain,HH Frozen Trading Sdn Bhd,frozen_food,Selangor,,https://www.hhfrozen.com/,,,frozen food distributor,B/T first; A/K optional,frozen distributor channel and sample introduction,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB185,M100,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,HL Fastener Hardware Sdn Bhd,fastener hardware supplier,Shah Alam/Sungai Buloh Selangor Malaysia,,https://www.hlfastener.com.my,,,,Non-food track; lower current priority,Compartment boxes clear boxes screw kit packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB186,M101,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Huat Huat Kouping (M) Sdn Bhd / Huat's Up by 發發餅家,bakery_biscuit_cookie,"199-6C & 199-6D, Jalan Abdullah, Taman Sri Emas, 84000 Muar, Johor Darul Ta'zim, Malaysia",,,order@huathuatkouping.com / +606 986 9155 / order@huathuatkouping.com,+606 986 9155 / +606 986 9155 / order@huathuatkouping.com,,T/J first; F/E optional,T-series tubs; J-series samples; PET jars / clear containers; festive pastry/gift packaging,,Confirm exact time and sample focus for 2026-07-13 meeting,,,"Meeting scheduled on 2026-07-13. Traditional pastry/gift packaging customer. Bring T-series tubs, J-series samples, PET jars/clear containers for pastry/cookie/gift packaging."
WB187,M102,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Hup Seng Perusahaan Makanan (M) Sdn. Bhd.,bakery_biscuit_cookie,,,,hupseng@hupseng.com,,,T/J first; F/E optional,,,Follow up by email or phone; no WhatsApp available,,,"Drafted targeted email for Hup Seng biscuit/cookie brands. Angle: clear PET boxes, PET jars, inner trays, festive/promotional packaging; ask to forward to packaging/purchasing/product development. NO_WHATSAPP."
WB188,M103,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Hup Sheng Hardware,hardware_fastener_parts_box,Malaysia,,https://www.hupshenghardware.com/,,,hardware supplier,Non-food track; lower current priority,retail hardware packaging and storage boxes,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB189,M052,old_master_233,已审核,T3,Inside Scoop,ice cream/dessert chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,dessert/ice cream chain,F/E first; T/J optional,"dessert cups, PP tubs, paper cups, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,"Ice-cream chain; paper bags, nonwoven bags, paper cups. Only consider PP/PET if retail product line exists.",,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB190,M104,old_master_233,未审核-AI预筛,T3 supply_chain,Jishan Packaging Hub Sdn Bhd,packaging supplier/channel; supply_chain_outsourcing,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,packaging hub / packaging supplier,Supply-chain outsourcing; not HUASUE-only,"channel cooperation for paper bags, paper cups, nonwoven bags, plastic packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB191,M105,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,JMM Cookies (M) Sdn Bhd,food_oem_private_label,"8 & 10, Jalan Cempaka Sari 1/4, Jalan Junid, Taman Sri Cempaka, 84000 Muar, Johor, Malaysia",,https://www.jmmofficial.com.my/,customerservice@jmmofficial.com.my,+6012-393 3597,"Cookies, mooncakes, CNY/Raya festive treats, premium gift pack",T/J first; F/E optional,PET jars / clear PET containers; T-series tubs; J-series samples; festive cookie/gift packaging,,"Send reminder and confirm exact morning time for 2026-07-14 factory meeting / Send WhatsApp follow-up 1 if no reply / Send email after WhatsApp or if WhatsApp no reply / Review Gmail draft r5052377455743478512 and send if approved / Confirm exact time, attendees, and samples for 2026-07-14 morning factory visit",,,"OEM mooncake/CNY biscuits/Raya cookies. Angle: mooncake tray, cookie tray, clear PET gift box, festive OEM packaging. / Use subject: Clear PET jar samples for JMM Cookies - MIFB booth 2709. Revised after JMM asked for company background and visit purpose. / Gmail draft created: draft_id=r5052377455743478512; message_id=19f20c7f3dd69a83. Draft revised to focus on clear PET jars/PET containers after JMM asked for company background and visit purpose. / OEM department replied positively; they can arrange purchasing team to join factory meeting to review PET jar samples and discuss private-label packaging needs. Meeting scheduled for 2026-07-14 morning at customer location; address link: https://maps.app.goo.gl/YmAgrfyC87JFQpvh9?g_st=ic. / Customer scheduled factory meeting on 2026-07-14 morning. Address/map link: https://maps.app.goo.gl/YmAgrfyC87JFQpvh9?g_st=ic. Bring PET jar samples, T-series tub samples, J-series samples, and clear PET containers."
WB192,M106,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Jotun Malaysia,paint_chemical_pail,Malaysia,,https://www.jotun.com/my-en/,,,paint and coatings,Non-food track; lower current priority,paint pail and sample container,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB193,M107,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Kaison Malaysia,office_stationery_storage,Malaysia,,https://kaison.com.my/,,,"home decor, storage, stationery",Non-food track; lower current priority,decorative storage boxes and organizer packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB194,M108,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Kansai Paint Malaysia,paint_chemical_pail,Malaysia,,https://www.kansaicoatings.com.my/,,,paint and coatings,Non-food track; lower current priority,paint pail and retail container,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB195,M053,old_master_233,已审核,T3-T5,Kawan Food Berhad,frozen_food; food_direct_customer,Selangor,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,"frozen paratha, pastry, ready food",C/E first; T/J optional,freezer-grade PP/PET tray and branded frozen pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Hard fit; flatbread/paratha style product line does not match well. User gave both T5 and later T3 depending route; default lower unless new evidence.,,
WB196,M054,old_master_233,已审核,T3-T5,Kawan Food Manufacturing Sdn Bhd,frozen food manufacturer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,frozen paratha/pastry/ready food,C/E first; T/J optional,"PP trays, frozen retail packs, clear containers",,Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,Hard fit; flatbread/paratha style product line does not match well. User gave both T5 and later T3 depending route; default lower unless new evidence.,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB197,M109,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,KCC Paint Malaysia,paint_chemical_pail,Malaysia,,https://www.kccpaint.com.my/,,,paint/coatings,Non-food track; lower current priority,paint pail and coating container,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
