priority_action,final_tier,company,sources,route_included,route_area,route_seq,size_class,customer_type,fit_product,phone,email,website,maps,address,has_maps,has_phone,has_email,open_status,distance_km,review_status,contact_status,followup_status,gmail_draft_id,next_action,risk,notes,photo_paths,entity_key,tier_group,country_scope,channel_track,data_confidence,last_updated
Develop contact,T2,Q Bistro / mamak groups / local nasi kandar chains,2026-07-12 Malaysia F&B chain pool,No,,,Large local chains exist but need verification,Mamak / nasi kandar / curry rice chains,餐盒、酱料杯、PP容器、外卖袋,,,,,,No,No,No,,,待深挖/待联系,Not contacted,Not started,,Use Google Maps/foodpanda to identify chains with 20+ outlets only.,,高外卖消耗，但采购分散，需逐个验证。; Medium-low if local owner found; export MOQ uncertain.; Meal box + sauce cup + hot soup/curry container,,qbistromamakgroupslocalnasikandarchains,T2,Malaysia,hot_soup_valve; rigid_food_packaging,Medium,2026-07-21
Find contact,T2,Reptiles Planet & Pet Studio,Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,No,A3 PJ / Kepong / KL NW,,Small/unclear - lower priority,宠物食品/宠物用品,T/J方桶、PP tamper-evident tub、小容量营养膏/冻干桶；爬宠用品看透明盒,010-548 6097,,,https://www.google.com/maps/place/Reptiles+Planet+%26+Pet+Studio/data=!4m7!3m6!1s0x31cc4a455198118f:0x7127176567ed8e0a!8m2!3d3.0834285!4d101.6732936!16s%2Fg%2F1q63cjm58!19sChIJjxGYUUVKzDERCo7tZ2UXJ3E?authuser=0&hl=zh-CN&rclk=1,"爬虫宠物店 · · Kompleks Bandar, 34, Jalan Mega Mendung",Yes,Yes,No,周六可跑 周六10:30,17.8,Google Maps screened,Not contacted,Not started,,确认是否有自有品牌食品/冻干/营养膏，不是纯零售店才深入,,"225 reviews; retail/shop; 4.2(225); reptile supplies wholesaler Kuala Lumpur Malaysia; 新地图线索; Reptiles Planet & Pet Studio; 爬虫宠物店 ·  · Kompleks Bandar, 34, Jalan Mega Mendung; 已结束营业 · 开始营业时间：周六10:30 · 010-548 6097; 门店服务",,reptilesplanetandpetstudio,T2,Malaysia / event-discovered; Malaysia,pet_packaging; rigid_food_packaging,Medium,2026-07-21
Develop contact,T2/T3,Royal Canin Malaysia,2026-07-09 pet packaging pool,No,,,Official Malaysia page for dog/cat nutrition and veterinary range.,Global pet food brand,Benchmark only; custom route hard,,,https://www.royalcanin.com/my,,Malaysia,No,No,No,,,Pending review,Not contacted,Not started,,Keep as benchmark; avoid cold generic outreach.,,Mostly bags/cans/pouches; rigid tub unlikely except vet/sampling.; Large brand but global procurement; not first-wave.; new,,royalcaninmalaysia,T2,Malaysia,pet_packaging; rigid_food_packaging,LOW,2026-07-21
Develop contact,T2,Sabah Chilli Pan Mee,2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Soup pan mee packaging,,,https://www.sabahchillipanmee.my/,,,No,No,No,,,Pending review,Not contacted,Not started,,只补官网、电话、规模、产品包装照片；暂不安排路线。,,"NO_KNOWN_BOOTH / 展会外处理; Contact WhatsApp; ask if centralized packaging; Official lists branches incl. Kota Kinabalu, SS2, Sungai Long; soup pan mee possible.",,sabahchillipanmee,T2,Malaysia,hot_soup_valve; rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,San Francisco Coffee,2026-07-12 Malaysia F&B chain pool,No,,,2026 halal/source estimate around 57 outlets,咖啡奶茶/饮品连锁,paper cups; lids; sleeves; paper bags,,,https://sfcoffee.com/,,,No,No,No,,,待找总部采购联系人,Not contacted,Not started,,Find Envictus/SF Coffee procurement contact; lower priority than ZUS/Gigi,,Older local chain; likely stable but smaller than ZUS/Richiamo; Medium; Source estimates about 57 outlets,,sanfranciscocoffee,T2,Malaysia,research_only,Medium,2026-07-21
Lower priority,T2-T3,Sauce Empire Manufacturing / Nyolike,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master,No,,,,sauce_condiment_oem,"OEM sauce, retail pack, food service pack | B/T first; A/K optional | sauce cups, PP/IML small tubs, small pails, foodservice packaging | OEM sauce, retail pack, food service pack | B/T first; A/K optional | sauce cups, PP/IML small tubs, small pails, foodservice packaging",+6012-347 2668 / +6012-347 1449,nyolike.info@gmail.com,https://nyolike.com/private-label-oem/,,"Kajang, Selangor",No,Yes,Yes,,,已审核,drafted_not_sent,drafted_not_sent,,Review/send Gmail draft r456450800614734445; WhatsApp/call +6012-3472668 or +6012-3471449,,"Sauce category is tied to production line; soft packaging likely. Lower from previous priority. | Second batch. Angle: sauce cups, PP/IML small tubs, small pails and foodservice packaging.",,sauceempiremanufacturingnyolike,T2,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Find contact,T2,Scalesnfur Exotic Pet Shop (SNF),Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,No,A5 Seri Kembangan / Bangi / Kajang,,Small/Retail exclude,宠物食品/宠物用品,T/J方桶、PP tamper-evident tub、小容量营养膏/冻干桶；爬宠用品看透明盒,011-3305 2157,,,https://www.google.com/maps/place/Scalesnfur+Exotic+Pet+Shop+%28SNF%29/data=!4m7!3m6!1s0x31cc4d53888df413:0x19710d38c435136c!8m2!3d3.0725266!4d101.6100526!16s%2Fg%2F11ssfb2h94!19sChIJE_SNiFNNzDERbBM1xDgNcRk?authuser=0&hl=zh-CN&rclk=1,"宠物店 · 6-2, Jalan PJS 11/28",Yes,Yes,No,周六可跑 周六18:00,12.2,Google Maps screened,Not contacted,Not started,,确认是否有自有品牌食品/冻干/营养膏，不是纯零售店才深入,,"retail/shop; 4.8(46); reptile supplies wholesaler Selangor Malaysia; 新地图线索; Scalesnfur Exotic Pet Shop (SNF); 宠物店 · 6-2, Jalan PJS 11/28; 已结束营业 · 开始营业时间：周六18:00 · 011-3305 2157; 送货; ; 移动地图时更新搜索结果; ; 图像 © 2026 ，地图数据 © 2026 Google马来西亚条款隐私权发送产品反馈; 10公里",,scalesnfurexoticpetshopsnf,T2,Malaysia / event-discovered; Malaysia,pet_packaging; rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,SCR / Singapore Chicken Rice,2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Soup/porridge side packaging,,,https://scr.my/,,,No,No,No,,,Pending review,Not contacted,Not started,,只补官网、电话、规模、产品包装照片；暂不安排路线。,,NO_KNOWN_BOOTH / 展会外处理; Keep for later East Malaysia expansion; Chain scale; soups/porridge possible but geography less suitable.,,scrsingaporechickenrice,T2,Malaysia,hot_soup_valve,Medium,2026-07-21
Lower priority,T2/T3,Secret Recipe Malaysia,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master,No,,,,cake/cafe restaurant chain; supply_chain_outsourcing,"cakes and cafe restaurant chain | C/E first; T/J optional | cake display trays, PET boxes, paper bags, takeaway containers | cakes and cafe restaurant chain | C/E first; T/J optional | cake display trays, PET boxes, paper bags, takeaway containers",,,https://mifb.com.my/mycafeexpo/,,Malaysia,No,No,No,,,已审核,needs_contact_research,uncontacted / 未跟进-待背景调查,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,"Large group, but unknown whether packaging is outsourced or centrally procured. | Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names.",,secretrecipemalaysia,T2,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Develop contact,T2,Shabu-Yo Malaysia,2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Soup-base takeaway test,,,https://www.skylark.com.my/,,,No,No,No,,,Pending review,Not contacted,Not started,,只补官网、电话、规模、产品包装照片；暂不安排路线。,,NO_KNOWN_BOOTH / 展会外处理; Find Malaysia operator procurement; Restaurant chain; verify takeout/catering use.,,shabuyomalaysia,T2,Malaysia,hot_soup_valve,Medium,2026-07-21
Develop contact,T2,Sinyang Plastic,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,peer_manufacturer,OEM products and plastic injection moulding services; B/T first; A/K optional; K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,,https://sinyangplastic.com/oem-products/,,Malaysia,No,No,No,,,Pending review,Not contacted,uncontacted / 未跟进-待背景调查,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,NO_KNOWN_BOOTH / 展会外处理; 待背景调查,,sinyangplastic,T2,Malaysia / event-discovered; Malaysia,research_only,Medium,2026-07-21
Develop contact,T2,Skinny Bakers Group Sdn Bhd,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master; 2026-07-12 offsite visit pool,Yes,,,,bakery; food_direct_customer / bakery_cookie_gift / cookies / corporate_gifting / OEM_private_label,"bakery products / PET jars for cookies/gifts; PET transparent boxes for event favours; seasonal packs; T/J first; F/E optional; clear bakery containers, paper bags, cake boxes / PET jars for cookies/gifts",+60175003216 / website/linkedin/instagram/whatsapp,admin@theskinnybakers.com,https://www.fooddrinksmalaysia.com/exhibitors-list/ / https://theskinnybakers.com/,,Malaysia,No,Yes,Yes,,,Pending review,needs_contact_research / research_prepared_not_contacted / gmail_draft_created / homepage_contact_form_info_prepared_pending_submission,homepage_contact_form_info_prepared_pending_submission,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough. / WhatsApp first; email admin; LinkedIn founder if no reply / WhatsApp first; email admin; LinkedIn founder/social route if no reply / Review and send Gmail draft r-7056414748667318269; then WhatsApp +60175003216 / founder route / Submit Wholesale & Private Label Enquiries form normally; use hCaptcha if shown; then WhatsApp +60175003216 if no reply. | Kevin review/send; then call or LinkedIn follow-up,,"Soft pouch/paper box common; keep but lower.; FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries. / Cookie/gifting fit; founder-led route stronger than procurement route. / Draft created: draft_id=r-7056414748667318269; message_id=19f2bfef6aaf4cf4. Attachments: F PET jars, E PET boxes. / Homepage contact form info prepared. Use Wholesale & Private Label Enquiries, not Career & Internship. Product angle corrected: T/J first, F/E secondary.; NO_KNOWN_BOOTH / 展会外处理; 草稿待发送; MIFB combined Gmail draft created; Julie old wrong draft should not be sent",,skinnybakersgroup,T2,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,Soon Soon Pan Mee & Fish Head,2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Hot fish-head noodle soup takeaway bowl,,,https://www.foodpanda.my/restaurant/r5ol/soon-soon-pan-mee-and-fish-head,,,No,No,No,,,Pending review,Not contacted,Not started,,只补官网、电话、规模、产品包装照片；暂不安排路线。,,NO_KNOWN_BOOTH / 展会外处理; Local restaurant; only contact if volume looks high; foodpanda listing shows 1000+ reviews and fish head/pan mee soup delivery.,,soonsoonpanmeeandfishhead,T2,Malaysia,hot_soup_valve,Medium,2026-07-21
Find contact,T2/T3,Stesen Biskut Shah Alam,Google Maps 105筛选池; 2026-07-18 consolidated master; 2026-07-17 corrected Google Maps discovery,No,A2 Shah Alam / Subang / Klang,,Small/unclear - lower priority,饼干/曲奇/烘焙糕点,T/J系列、防盗盒、PET罐/盒；节日礼盒可加透明展示包装,017-339 6677,,,https://www.google.com/maps/place/Stesen+Biskut+Shah+Alam/data=!4m7!3m6!1s0x31cc4d5b6fda5491:0xbc91e7476c3556f7!8m2!3d3.049179!4d101.5336329!16s%2Fg%2F11c7t8fx6r!19sChIJkVTab1tNzDER91Y1bEfnkbw?authuser=0&hl=zh-CN&rclk=1,"曲奇 · 52G, Jalan Nelayan 19/B",Yes,Yes,No,周六可跑 周六09:00,10.1,Google Maps screened,Not contacted,Not started,,优先看是否批发/工厂，不是小门店才约见,,"327 reviews; retail/shop; 4.1(327); biscuit manufacturer Shah Alam Malaysia; 新地图线索; Stesen Biskut Shah Alam; 曲奇 · 52G, Jalan Nelayan 19/B; 已结束营业 · 开始营业时间：周六09:00 · 017-339 6677; ; 网站; ; 路线; 门店服务; ; 在线订餐",,stesenbiskutshahalam,T2,Malaysia / event-discovered; Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,Suki-Ya Malaysia,2026-07-12 offsite visit pool,Yes,,,,外卖热汤/麻辣烫/火锅/餐饮连锁,Soup base packaging / takeaway experiment,,,https://www.suki-ya.com/,,,No,No,No,,,Pending review,Not contacted,Not started,,只补官网、电话、规模、产品包装照片；暂不安排路线。,,NO_KNOWN_BOOTH / 展会外处理; Research Malaysia operator/contact; Hotpot/shabu chain; corporate route likely regional.,,sukiyamalaysia,T2,Malaysia,hot_soup_valve,Medium,2026-07-21
Develop contact,T2,SuperPet / SuperPet Active,2026-07-09 pet packaging pool; 2026-07-12 offsite visit pool,Yes,,,"Shopee result shows Premium Freeze Dried Pet Snack 500g; shop 149 products, 4.9 rating.",Freeze-dried pet snack seller,T/J 750ml-3L tubs; PET jars,,,Shopee / TikTok / Lazada research needed,,Penang / Shopee,No,No,No,,,Pending review,Not contacted,Not started,,Find Shopee seller contact/social media.,,Large freeze-dried pack; could move from pouch to tub/bucket.; E-commerce volume signal; good for test if owner reachable.; new; NO_KNOWN_BOOTH / 展会外处理; Find Shopee seller contact/social media.,,superpetsuperpetactive,T2,Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,Tadaa.my,2026-07-09 pet packaging pool; 2026-07-12 offsite visit pool,Yes,,,Site sells pet supplements including brewer’s yeast etc.,Pet supplements online store/category,"T/J supplement tubs, PET jars",,,https://tadaa.my/collections/supplements,,Malaysia,No,No,No,,,Pending review,Not contacted,Not started,,Verify if Tadaa has private label or only resells.,,Retail/channel; supplement containers possible if own label.; Supplements match image but channel ownership unclear.; new; NO_KNOWN_BOOTH / 展会外处理; Verify if Tadaa has private label or only resells.,,tadaamy,T2,Malaysia,rigid_food_packaging,Medium,2026-07-21
Develop contact,T2,Taffy Barkery,2026-07-09 pet packaging pool; 2026-07-12 offsite visit pool,Yes,,,Oyen lists Taffy Barkery freeze-dried shishamo treat for dogs/cats.,Freeze-dried pet treats,"T/J small tubs, PET jars",,,Oyen article / Shopee / website,,Malaysia,No,No,No,,,Pending review,Not contacted,Not started,,Find official site/contact; verify active sales volume.,,Freeze-dried treat is direct fit; brand scale needs verification.; Specific freeze-dried SKU; likely small brand suitable for trial.; new; NO_KNOWN_BOOTH / 展会外处理; Find official site/contact; verify active sales volume.,,taffybarkery,T2,Malaysia,pet_packaging; rigid_food_packaging,Medium,2026-07-21
Lower priority,T2-T3,TCL Food Industries Sdn Bhd,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master,No,,,,F&B distributor/supplier / snack_confectionery,"confectionery, candy, biscuit, food supplier | T/J first; F/E optional | Distributor partnership for packaging or food brand packaging needs | confectionery, candy, biscuit, food supplier | T/J first; F/E optional | Distributor partnership for packaging or food brand packaging needs",,sales@tclfoods.com.my,https://www.tclfood.com.my/,,Klang Selangor Malaysia,No,No,Yes,,,已审核,sent,sent,,Email sent from Gmail draft r-4581261754366325; phone follow-up if no reply | Email sent from Gmail draft r-4581261754366325; phone follow-up if no reply | 电话/WhatsApp/LinkedIn 跟进，询问 packaging/purchasing PIC,,"Large group, possible opportunity but uncertain. | Gmail draft created. Angle: PET jars, clear shelf-display containers and retail promotion packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03.",,tclfoodindustries,T2,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
